id,name,brand,category,price,description,stock,rating
SPK0474,Bass Boost v75936,BassLine,speaker,159.91,Speaker delivering compact design.,54,0.0
LP0475,Performance Pro v64157,NextGen,laptop,1330.21,17 inch laptop featuring lightweight design.,185,3.5
TV0476,Cinema TV v57685,CinemaCo,smart_tv,2149.68,40 inch smart TV with 4K resolution.,17,4.5
SPK0477,SoundWave v28929,SoundCo,speaker,334.08,Speaker delivering crystal clear sound.,44,4.0
SP0478,SmartPhone Y v25152,RivalTech,smartphone,879.18,Smartphone with 5G connectivity.,147,4.0
TV0479,Infinity TV v18096,ViewTech,smart_tv,653.0,55 inch smart TV with HDR support.,120,0.0
TV0480,SmartView TV v5652,CinemaCo,smart_tv,2148.77,55 inch smart TV with 4K resolution.,139,3.5
SPK0481,ClearSound v97481,BeatBox,speaker,462.58,Speaker delivering wireless connectivity.,96,4.5
TV0482,Infinity TV v97827,CinemaCo,smart_tv,1845.81,75 inch smart TV with smart connectivity.,163,3.5
LP0483,Econo Note v73975,NextGen,laptop,1769.75,15.6 inch laptop featuring long battery life.,176,3.2
TV0484,Cinema TV v31366,ViewTech,smart_tv,2829.04,55 inch smart TV with sleek design.,105,3.5
LP0485,Business Mate v62620,TechCo,laptop,400.6,15.6 inch laptop featuring long battery life.,108,3.5
SPK0486,SoundWave v97709,BeatBox,speaker,433.76,Speaker delivering compact design.,130,3.9
LP0487,Pro Book v30240,TechCo,laptop,950.67,15.6 inch laptop featuring latest processor.,139,4.0
SPK0488,SoundWave v27095,BeatBox,speaker,412.34,Speaker delivering deep bass.,149,4.1
TV0489,SmartView TV v34855,CinemaCo,smart_tv,2531.96,65 inch smart TV with HDR support.,91,0.0
SP0490,SmartPhone Y v49630,NextCom,smartphone,677.23,Smartphone with advanced camera system.,9,4.1
TV0491,Ultra TV v15531,Spectra,smart_tv,1256.62,65 inch smart TV with 4K resolution.,120,3.3
SPK0492,ClearSound v722,AudioMax,speaker,248.75,Speaker delivering crystal clear sound.,10,4.2
LP0493,Business Mate v64691,EconCo,laptop,1192.96,15.6 inch laptop featuring latest processor.,68,3.5
LP0494,Econo Note v36127,UltraComp,laptop,585.07,15.6 inch laptop featuring high performance graphics.,48,3.5
SPK0495,Bass Boost v79807,BeatBox,speaker,269.1,Speaker delivering wireless connectivity.,24,4.0
SPK0496,BoomBox v16980,BassLine,speaker,135.52,Speaker delivering deep bass.,102,0.0
SP0497,Maxi Phone v23726,TechCo,smartphone,838.06,Smartphone with advanced camera system.,141,0.0
SPK0498,Audio Pro v10356,BassLine,speaker,65.19,Speaker delivering deep bass.,100,4.2
TV0499,Vivid TV v59151,Spectra,smart_tv,1816.14,50 inch smart TV with 4K resolution.,143,5.0
SPK0500,ClearSound v80018,AudioMax,speaker,301.55,Speaker delivering compact design.,25,5.0
SPK0501,ClearSound v32936,AudioMax,speaker,258.74,Speaker delivering wireless connectivity.,41,4.2
TV0502,Infinity TV v73828,Spectra,smart_tv,1588.35,65 inch smart TV with 4K resolution.,197,3.8
SPK0503,BoomBox v57195,BassLine,speaker,341.16,Speaker delivering deep bass.,125,4.1
LP0504,Econo Note v46982,NextGen,laptop,808.32,13.3 inch laptop featuring latest processor.,181,3.7
SPK0505,Bass Boost v3338,AudioMax,speaker,413.61,Speaker delivering crystal clear sound.,55,4.1
SP0506,SmartPhone X v46978,RivalTech,smartphone,779.79,Smartphone with 5G connectivity.,80,4.2
SP0507,SmartPhone Y v45959,RivalTech,smartphone,348.47,Smartphone with 5G connectivity.,196,4.5
SPK0508,ClearSound v86245,SoundCo,speaker,452.31,Speaker delivering wireless connectivity.,56,4.0
SP0509,SmartPhone X v58549,RivalTech,smartphone,611.8,Smartphone with advanced camera system.,25,4.0
SP0510,Maxi Phone v67514,RivalTech,smartphone,1025.96,Smartphone with long-lasting battery.,14,3.7
LP0511,Business Mate v71756,NextGen,laptop,455.42,15.6 inch laptop featuring long battery life.,144,3.5
LP0512,Ultra Thin v81279,NextGen,laptop,814.07,13.3 inch laptop featuring lightweight design.,171,3.7
SP0513,Maxi Phone v34230,TechCo,smartphone,677.79,Smartphone with advanced camera system.,45,5.0
TV0514,Ultra TV v77170,UltraVision,smart_tv,1757.64,65 inch smart TV with 4K resolution.,195,3.9
LP0515,Pro Book v82693,NextGen,laptop,956.24,15.6 inch laptop featuring high performance graphics.,134,4.0
SP0516,SmartPhone X v92524,RivalTech,smartphone,952.55,Smartphone with advanced camera system.,81,4.1
LP0517,Performance Pro v25083,TechCo,laptop,316.54,13.3 inch laptop featuring high performance graphics.,87,3.9
SPK0518,ClearSound v94831,BassLine,speaker,244.15,Speaker delivering deep bass.,65,4.5
LP0519,Econo Note v94509,EconCo,laptop,1822.46,14 inch laptop featuring latest processor.,186,4.0
LP0520,Business Mate v76006,NextGen,laptop,1781.14,13.3 inch laptop featuring long battery life.,142,3.5
TV0521,Vivid TV v28193,CinemaCo,smart_tv,2280.15,65 inch smart TV with HDR support.,26,3.5
LP0522,Business Mate v13764,TechCo,laptop,1990.54,14 inch laptop featuring lightweight design.,159,3.7
LP0523,Business Mate v82518,TechCo,laptop,1106.53,13.3 inch laptop featuring lightweight design.,181,4.0
LP0524,Pro Book v50988,UltraComp,laptop,462.03,13.3 inch laptop featuring high performance graphics.,142,4.0
TV0525,SmartView TV v51555,Spectra,smart_tv,2310.64,40 inch smart TV with smart connectivity.,165,0.0
SP0526,SmartPhone Y v54447,RivalTech,smartphone,369.2,Smartphone with long-lasting battery.,41,4.0
LP0527,Performance Pro v46124,TechCo,laptop,1960.2,13.3 inch laptop featuring long battery life.,179,4.0
SP0528,Maxi Phone v46979,RivalTech,smartphone,805.69,Smartphone with 5G connectivity.,189,0.0
LP0529,Pro Book v96651,TechCo,laptop,444.06,13.3 inch laptop featuring high performance graphics.,36,0.0
LP0530,Performance Pro v21947,UltraComp,laptop,785.46,13.3 inch laptop featuring long battery life.,17,3.9
TV0531,Vivid TV v54758,ViewTech,smart_tv,1665.23,75 inch smart TV with sleek design.,72,3.7
SPK0532,BoomBox v80749,AudioMax,speaker,231.91,Speaker delivering crystal clear sound.,87,4.4
TV0533,Infinity TV v66904,Spectra,smart_tv,1138.47,55 inch smart TV with HDR support.,146,3.5
SPK0534,Bass Boost v69942,AudioMax,speaker,288.79,Speaker delivering wireless connectivity.,97,4.5
TV0535,Vivid TV v14281,Spectra,smart_tv,1512.15,65 inch smart TV with sleek design.,79,0.0
SP0536,Maxi Phone v61304,TechCo,smartphone,1031.7,Smartphone with long-lasting battery.,51,3.2
SPK0537,SoundWave v36520,AudioMax,speaker,182.56,Speaker delivering crystal clear sound.,179,4.5
SP0538,Maxi Phone v47471,Futura,smartphone,351.69,Smartphone with vivid display.,102,4.0
LP0539,Ultra Thin v33509,UltraComp,laptop,1108.97,15.6 inch laptop featuring high performance graphics.,173,4.2
TV0540,Cinema TV v6432,ViewTech,smart_tv,1017.6,75 inch smart TV with smart connectivity.,22,4.1
TV0541,Vivid TV v26914,ViewTech,smart_tv,1411.69,65 inch smart TV with 4K resolution.,124,4.2
LP0542,Ultra Thin v60953,TechCo,laptop,573.62,13.3 inch laptop featuring latest processor.,135,0.0
LP0543,Ultra Thin v55840,UltraComp,laptop,1260.29,15.6 inch laptop featuring long battery life.,123,4.0
SPK0544,Bass Boost v61616,AudioMax,speaker,224.51,Speaker delivering wireless connectivity.,1,0.0
TV0545,Vivid TV v91069,UltraVision,smart_tv,1767.68,50 inch smart TV with sleek design.,49,3.8
SPK0546,SoundWave v71961,BassLine,speaker,480.14,Speaker delivering compact design.,25,3.3
TV0547,Vivid TV v51462,UltraVision,smart_tv,2216.52,65 inch smart TV with sleek design.,151,3.8
SPK0548,SoundWave v48144,SoundCo,speaker,153.46,Speaker delivering deep bass.,173,3.5
SP0549,Mobile Z v40470,RivalTech,smartphone,442.73,Smartphone with advanced camera system.,152,0.0
SPK0550,BoomBox v18780,AudioMax,speaker,63.44,Speaker delivering compact design.,83,4.2
SPK0551,ClearSound v46319,BeatBox,speaker,317.42,Speaker delivering compact design.,61,4.2
TV0552,Cinema TV v13302,UltraVision,smart_tv,918.66,40 inch smart TV with sleek design.,171,4.0
SP0553,SmartPhone Y v86626,TechCo,smartphone,443.98,Smartphone with advanced camera system.,108,3.2
LP0554,Business Mate v84635,NextGen,laptop,704.88,13.3 inch laptop featuring lightweight design.,69,4.0
SP0555,Maxi Phone v12409,NextCom,smartphone,507.18,Smartphone with long-lasting battery.,126,4.0
SP0556,Mobile Z v76015,TechCo,smartphone,579.71,Smartphone with vivid display.,143,3.8
LP0557,Econo Note v80796,EconCo,laptop,418.41,13.3 inch laptop featuring latest processor.,33,3.9
SPK0558,Bass Boost v58974,SoundCo,speaker,230.88,Speaker delivering compact design.,44,4.4
LP0559,Business Mate v31743,EconCo,laptop,1861.38,14 inch laptop featuring latest processor.,80,0.0
TV0560,SmartView TV v29660,CinemaCo,smart_tv,1875.35,75 inch smart TV with 4K resolution.,65,3.0
TV0561,SmartView TV v26678,Spectra,smart_tv,1791.5,50 inch smart TV with sleek design.,187,4.0
LP0562,Pro Book v2169,NextGen,laptop,659.53,13.3 inch laptop featuring high performance graphics.,136,0.0
SP0563,Mobile Z v634,RivalTech,smartphone,1046.22,Smartphone with 5G connectivity.,33,4.0
LP0564,Econo Note v7030,UltraComp,laptop,1230.81,15.6 inch laptop featuring lightweight design.,81,4.0
SPK0565,BoomBox v49690,BeatBox,speaker,69.19,Speaker delivering compact design.,98,0.0
SP0566,Mobile Z v8850,NextCom,smartphone,990.41,Smartphone with vivid display.,55,4.0
LP0567,Business Mate v11449,TechCo,laptop,1813.88,15.6 inch laptop featuring long battery life.,166,3.5
TV0568,SmartView TV v25247,UltraVision,smart_tv,1538.49,55 inch smart TV with sleek design.,22,4.2
SPK0569,SoundWave v91090,BassLine,speaker,231.03,Speaker delivering deep bass.,77,5.0
SPK0570,Audio Pro v38465,SoundCo,speaker,408.77,Speaker delivering compact design.,6,3.7
LP0571,Econo Note v54094,NextGen,laptop,748.82,17 inch laptop featuring long battery life.,141,3.2
SP0572,Mobile Z v63887,NextCom,smartphone,1087.49,Smartphone with long-lasting battery.,102,4.5
SP0573,SmartPhone X v70686,RivalTech,smartphone,965.92,Smartphone with vivid display.,157,5.0
LP0574,Pro Book v88738,NextGen,laptop,1648.97,15.6 inch laptop featuring high performance graphics.,182,4.0
SP0575,Maxi Phone v52458,TechCo,smartphone,915.6,Smartphone with 5G connectivity.,104,4.1
TV0576,Cinema TV v96119,Spectra,smart_tv,449.58,65 inch smart TV with sleek design.,5,3.5
SPK0577,SoundWave v15638,BassLine,speaker,212.52,Speaker delivering wireless connectivity.,60,4.5
SPK0578,Audio Pro v54995,BeatBox,speaker,297.11,Speaker delivering compact design.,101,4.3
TV0579,Cinema TV v15711,CinemaCo,smart_tv,468.76,75 inch smart TV with smart connectivity.,58,4.2
LP0580,Performance Pro v71229,EconCo,laptop,597.82,13.3 inch laptop featuring high performance graphics.,93,4.2
SPK0581,ClearSound v17803,AudioMax,speaker,294.2,Speaker delivering deep bass.,99,3.8
TV0582,SmartView TV v60967,UltraVision,smart_tv,1701.33,40 inch smart TV with smart connectivity.,174,0.0
LP0583,Econo Note v35074,EconCo,laptop,1288.57,15.6 inch laptop featuring high performance graphics.,24,4.3
SP0584,SmartPhone Y v96177,TechCo,smartphone,672.51,Smartphone with vivid display.,37,3.5
SP0585,Fusion Phone v33210,TechCo,smartphone,1093.94,Smartphone with vivid display.,148,3.8
LP0586,Econo Note v24754,NextGen,laptop,691.51,13.3 inch laptop featuring long battery life.,139,4.0
SPK0587,SoundWave v45123,AudioMax,speaker,134.76,Speaker delivering wireless connectivity.,152,4.5
TV0588,SmartView TV v15252,CinemaCo,smart_tv,2205.17,65 inch smart TV with 4K resolution.,14,5.0
LP0589,Performance Pro v80354,TechCo,laptop,691.0,17 inch laptop featuring latest processor.,46,3.8
TV0590,Vivid TV v92078,ViewTech,smart_tv,888.9,75 inch smart TV with 4K resolution.,192,5.0
SP0591,SmartPhone X v95539,Futura,smartphone,884.04,Smartphone with 5G connectivity.,2,3.0
SP0592,SmartPhone Y v11660,RivalTech,smartphone,981.06,Smartphone with vivid display.,126,5.0
LP0593,Econo Note v65278,UltraComp,laptop,1655.8,15.6 inch laptop featuring latest processor.,146,3.8
LP0594,Pro Book v50622,UltraComp,laptop,937.77,15.6 inch laptop featuring lightweight design.,93,4.8
SP0595,Mobile Z v87121,Futura,smartphone,871.77,Smartphone with vivid display.,103,4.2
SPK0596,SoundWave v6025,BeatBox,speaker,328.4,Speaker delivering crystal clear sound.,12,3.5
LP0597,Business Mate v38432,UltraComp,laptop,1351.62,14 inch laptop featuring high performance graphics.,153,4.4
SPK0598,BoomBox v73551,AudioMax,speaker,437.33,Speaker delivering compact design.,93,4.0
TV0599,Infinity TV v79752,UltraVision,smart_tv,527.25,65 inch smart TV with sleek design.,54,4.3
SP0600,SmartPhone X v4170,RivalTech,smartphone,220.98,Smartphone with 5G connectivity.,58,3.7
TV0601,Vivid TV v56314,CinemaCo,smart_tv,2049.98,50 inch smart TV with 4K resolution.,116,4.2
SPK0602,BoomBox v64740,SoundCo,speaker,488.49,Speaker delivering wireless connectivity.,27,3.5
SP0603,Maxi Phone v88579,TechCo,smartphone,1100.41,Smartphone with vivid display.,170,3.2
SP0604,Mobile Z v59890,NextCom,smartphone,757.49,Smartphone with advanced camera system.,107,3.5
SP0605,Maxi Phone v96877,RivalTech,smartphone,508.48,Smartphone with 5G connectivity.,186,4.8
SP0606,Maxi Phone v88606,NextCom,smartphone,986.4,Smartphone with long-lasting battery.,193,3.2
SPK0607,Audio Pro v1488,BeatBox,speaker,217.87,Speaker delivering compact design.,55,3.5
LP0608,Performance Pro v81233,EconCo,laptop,1576.01,14 inch laptop featuring lightweight design.,191,0.0
LP0609,Performance Pro v51987,NextGen,laptop,369.58,13.3 inch laptop featuring long battery life.,18,0.0
SPK0610,ClearSound v49807,BeatBox,speaker,198.09,Speaker delivering deep bass.,168,4.0
TV0611,Vivid TV v85699,Spectra,smart_tv,613.37,65 inch smart TV with 4K resolution.,21,0.0
TV0612,Infinity TV v2566,ViewTech,smart_tv,2225.59,40 inch smart TV with HDR support.,194,0.0
LP0613,Pro Book v56659,UltraComp,laptop,1787.04,14 inch laptop featuring high performance graphics.,120,3.5
SP0614,Fusion Phone v82185,TechCo,smartphone,1009.21,Smartphone with vivid display.,117,4.5
SPK0615,BoomBox v80490,BassLine,speaker,262.02,Speaker delivering wireless connectivity.,190,0.0
SPK0616,Audio Pro v8781,SoundCo,speaker,326.67,Speaker delivering compact design.,45,4.3
SP0617,Maxi Phone v65348,Futura,smartphone,479.97,Smartphone with 5G connectivity.,139,4.5
SP0618,Mobile Z v18491,Futura,smartphone,1005.83,Smartphone with advanced camera system.,2,4.8
LP0619,Pro Book v87471,UltraComp,laptop,1858.33,17 inch laptop featuring latest processor.,123,3.7
SP0620,Mobile Z v75332,Futura,smartphone,716.67,Smartphone with advanced camera system.,156,5.0
TV0621,Vivid TV v35970,ViewTech,smart_tv,2527.29,40 inch smart TV with HDR support.,169,4.0
LP0622,Pro Book v66108,NextGen,laptop,1947.01,13.3 inch laptop featuring long battery life.,132,0.0
TV0623,Cinema TV v15960,Spectra,smart_tv,514.8,50 inch smart TV with HDR support.,124,4.0
SP0624,SmartPhone Y v55692,RivalTech,smartphone,477.25,Smartphone with 5G connectivity.,120,4.8
SPK0625,BoomBox v91423,AudioMax,speaker,147.34,Speaker delivering compact design.,108,4.0
SP0626,Maxi Phone v17071,NextCom,smartphone,248.7,Smartphone with vivid display.,137,3.9
TV0627,Cinema TV v23863,ViewTech,smart_tv,2222.79,50 inch smart TV with 4K resolution.,63,4.2
SP0628,Mobile Z v89163,TechCo,smartphone,649.8,Smartphone with long-lasting battery.,148,3.5
TV0629,Infinity TV v99457,CinemaCo,smart_tv,2090.82,75 inch smart TV with sleek design.,101,4.0
LP0630,Pro Book v7977,EconCo,laptop,456.54,13.3 inch laptop featuring lightweight design.,90,4.2
TV0631,Vivid TV v28713,ViewTech,smart_tv,1742.02,40 inch smart TV with HDR support.,196,4.0
LP0632,Econo Note v64435,UltraComp,laptop,710.8,14 inch laptop featuring latest processor.,158,0.0
SPK0633,Bass Boost v57461,BeatBox,speaker,318.37,Speaker delivering crystal clear sound.,102,3.2
SPK0634,ClearSound v86300,SoundCo,speaker,214.26,Speaker delivering wireless connectivity.,183,4.0
SPK0635,Bass Boost v99325,BassLine,speaker,207.82,Speaker delivering crystal clear sound.,1,4.2
LP0636,Econo Note v770,UltraComp,laptop,692.39,14 inch laptop featuring high performance graphics.,176,4.8
LP0637,Business Mate v1508,UltraComp,laptop,474.51,13.3 inch laptop featuring long battery life.,20,0.0
TV0638,SmartView TV v87262,UltraVision,smart_tv,805.32,50 inch smart TV with smart connectivity.,71,4.0
LP0639,Business Mate v83425,UltraComp,laptop,1092.14,15.6 inch laptop featuring latest processor.,128,4.0
TV0640,Ultra TV v73832,CinemaCo,smart_tv,1443.88,40 inch smart TV with sleek design.,24,4.3
SPK0641,ClearSound v40475,BeatBox,speaker,69.79,Speaker delivering deep bass.,14,3.5
LP0642,Econo Note v72042,UltraComp,laptop,1578.07,15.6 inch laptop featuring long battery life.,136,4.0
SPK0643,BoomBox v90964,AudioMax,speaker,94.93,Speaker delivering wireless connectivity.,180,3.5
TV0644,Cinema TV v83467,Spectra,smart_tv,2352.63,65 inch smart TV with 4K resolution.,13,4.0
SPK0645,ClearSound v1645,BeatBox,speaker,191.93,Speaker delivering crystal clear sound.,20,3.8
LP0646,Business Mate v59826,EconCo,laptop,1874.11,14 inch laptop featuring long battery life.,148,0.0
SP0647,SmartPhone Y v70234,TechCo,smartphone,499.86,Smartphone with long-lasting battery.,53,3.8
TV0648,Infinity TV v51533,Spectra,smart_tv,2621.79,55 inch smart TV with HDR support.,104,3.8
TV0649,Infinity TV v73008,UltraVision,smart_tv,680.23,55 inch smart TV with 4K resolution.,13,4.0
SPK0650,SoundWave v36363,AudioMax,speaker,406.82,Speaker delivering deep bass.,165,4.0
SPK0651,ClearSound v42297,BassLine,speaker,217.72,Speaker delivering wireless connectivity.,171,3.3
TV0652,Cinema TV v79701,ViewTech,smart_tv,967.75,50 inch smart TV with HDR support.,128,3.5
TV0653,SmartView TV v96184,CinemaCo,smart_tv,1649.66,50 inch smart TV with 4K resolution.,129,0.0
SP0654,Fusion Phone v85377,NextCom,smartphone,691.55,Smartphone with advanced camera system.,100,4.2
LP0655,Performance Pro v84413,NextGen,laptop,358.4,15.6 inch laptop featuring long battery life.,87,0.0
TV0656,Infinity TV v52183,CinemaCo,smart_tv,1611.86,55 inch smart TV with HDR support.,25,3.9
SP0657,Maxi Phone v50063,Futura,smartphone,1029.75,Smartphone with long-lasting battery.,20,4.8
SPK0658,BoomBox v52724,BassLine,speaker,489.98,Speaker delivering crystal clear sound.,11,3.8
TV0659,Vivid TV v27113,ViewTech,smart_tv,2311.22,65 inch smart TV with smart connectivity.,45,3.5
SPK0660,SoundWave v68417,BeatBox,speaker,369.1,Speaker delivering crystal clear sound.,46,3.5
SPK0661,Bass Boost v69021,AudioMax,speaker,124.36,Speaker delivering deep bass.,51,4.5
TV0662,Ultra TV v82998,Spectra,smart_tv,1573.37,50 inch smart TV with smart connectivity.,111,3.5
LP0663,Business Mate v39377,UltraComp,laptop,1625.41,17 inch laptop featuring latest processor.,50,4.0
SP0664,Fusion Phone v87657,RivalTech,smartphone,1197.43,Smartphone with long-lasting battery.,191,3.2
TV0665,SmartView TV v34984,Spectra,smart_tv,1585.32,65 inch smart TV with HDR support.,14,4.5
SPK0666,SoundWave v53390,BeatBox,speaker,244.45,Speaker delivering deep bass.,110,0.0
TV0667,Vivid TV v83972,ViewTech,smart_tv,353.42,40 inch smart TV with sleek design.,200,4.3
SPK0668,Bass Boost v76413,SoundCo,speaker,341.42,Speaker delivering deep bass.,18,3.8
SP0669,SmartPhone Y v47853,TechCo,smartphone,427.44,Smartphone with vivid display.,149,0.0
SP0670,SmartPhone X v91990,RivalTech,smartphone,511.44,Smartphone with advanced camera system.,31,0.0
SPK0671,Bass Boost v11024,BeatBox,speaker,183.09,Speaker delivering deep bass.,44,3.5
SPK0672,Audio Pro v18969,BeatBox,speaker,348.66,Speaker delivering compact design.,165,4.8
TV0673,Infinity TV v10868,ViewTech,smart_tv,2511.08,50 inch smart TV with HDR support.,156,4.0
SPK0674,SoundWave v57579,SoundCo,speaker,105.69,Speaker delivering compact design.,48,3.8
SPK0675,SoundWave v24902,BassLine,speaker,252.79,Speaker delivering compact design.,61,0.0
SPK0676,ClearSound v72741,BassLine,speaker,499.02,Speaker delivering deep bass.,38,3.8
LP0677,Business Mate v67982,TechCo,laptop,942.18,17 inch laptop featuring latest processor.,116,4.5
TV0678,Ultra TV v89068,UltraVision,smart_tv,1820.87,50 inch smart TV with HDR support.,52,4.1
LP0679,Performance Pro v58173,TechCo,laptop,1832.78,13.3 inch laptop featuring latest processor.,198,4.5
SP0680,Mobile Z v53139,RivalTech,smartphone,1083.95,Smartphone with 5G connectivity.,182,3.5
LP0681,Ultra Thin v74416,EconCo,laptop,1021.01,13.3 inch laptop featuring lightweight design.,163,4.0
SP0682,Fusion Phone v15183,TechCo,smartphone,542.81,Smartphone with long-lasting battery.,176,3.8
TV0683,SmartView TV v64376,UltraVision,smart_tv,1585.18,50 inch smart TV with HDR support.,72,4.2
LP0684,Pro Book v87356,TechCo,laptop,1150.97,13.3 inch laptop featuring latest processor.,94,3.5
SPK0685,BoomBox v51811,BeatBox,speaker,468.65,Speaker delivering crystal clear sound.,143,4.2
LP0686,Ultra Thin v10534,NextGen,laptop,891.85,15.6 inch laptop featuring lightweight design.,80,0.0
LP0687,Business Mate v296,EconCo,laptop,1448.17,17 inch laptop featuring long battery life.,40,3.0
SPK0688,BoomBox v87292,BeatBox,speaker,442.36,Speaker delivering crystal clear sound.,11,0.0
SP0689,Fusion Phone v83689,TechCo,smartphone,559.49,Smartphone with vivid display.,48,4.5
SPK0690,Bass Boost v65634,BeatBox,speaker,80.66,Speaker delivering wireless connectivity.,160,0.0
SPK0691,Audio Pro v33198,SoundCo,speaker,439.82,Speaker delivering compact design.,174,4.5
SPK0692,SoundWave v37143,AudioMax,speaker,249.27,Speaker delivering wireless connectivity.,7,4.4
SPK0693,Bass Boost v39329,SoundCo,speaker,105.12,Speaker delivering compact design.,4,0.0
SPK0694,BoomBox v86664,BeatBox,speaker,215.28,Speaker delivering compact design.,104,5.0
SPK0695,ClearSound v22857,BassLine,speaker,98.04,Speaker delivering compact design.,66,4.5
LP0696,Econo Note v93973,NextGen,laptop,1450.86,17 inch laptop featuring latest processor.,34,0.0
TV0697,SmartView TV v64406,CinemaCo,smart_tv,1926.73,50 inch smart TV with sleek design.,36,4.2
SP0698,Fusion Phone v61268,NextCom,smartphone,945.2,Smartphone with vivid display.,155,4.0
SP0699,SmartPhone X v74056,Futura,smartphone,397.97,Smartphone with 5G connectivity.,142,0.0
SPK0700,ClearSound v82157,AudioMax,speaker,220.63,Speaker delivering wireless connectivity.,38,4.0
SPK0701,BoomBox v64085,AudioMax,speaker,136.46,Speaker delivering crystal clear sound.,141,4.0
TV0702,Ultra TV v92708,UltraVision,smart_tv,516.36,65 inch smart TV with smart connectivity.,134,4.0
SPK0703,SoundWave v42958,AudioMax,speaker,434.81,Speaker delivering deep bass.,135,4.0
LP0704,Business Mate v53391,UltraComp,laptop,812.35,15.6 inch laptop featuring latest processor.,9,4.0
SPK0705,Audio Pro v76607,SoundCo,speaker,367.43,Speaker delivering wireless connectivity.,178,4.2
LP0706,Econo Note v42351,NextGen,laptop,1349.65,14 inch laptop featuring high performance graphics.,185,0.0
SPK0707,ClearSound v95003,BassLine,speaker,239.62,Speaker delivering compact design.,31,4.0
TV0708,Vivid TV v49326,ViewTech,smart_tv,884.51,55 inch smart TV with HDR support.,190,4.0
SP0709,Maxi Phone v19862,RivalTech,smartphone,343.92,Smartphone with long-lasting battery.,101,3.5
SP0710,SmartPhone Y v48628,RivalTech,smartphone,711.53,Smartphone with vivid display.,140,4.5
LP0711,Pro Book v19446,TechCo,laptop,515.19,13.3 inch laptop featuring high performance graphics.,62,3.9
TV0712,Ultra TV v75617,CinemaCo,smart_tv,2276.01,75 inch smart TV with sleek design.,104,4.5
TV0713,Infinity TV v30118,Spectra,smart_tv,794.83,50 inch smart TV with smart connectivity.,123,3.0
SP0714,Mobile Z v41061,TechCo,smartphone,961.63,Smartphone with long-lasting battery.,46,0.0
SPK0715,BoomBox v33341,SoundCo,speaker,297.31,Speaker delivering crystal clear sound.,84,4.5
TV0716,Ultra TV v89524,CinemaCo,smart_tv,776.73,40 inch smart TV with 4K resolution.,31,0.0
SPK0717,BoomBox v10512,BassLine,speaker,110.86,Speaker delivering crystal clear sound.,11,3.8
SPK0718,ClearSound v81855,AudioMax,speaker,288.92,Speaker delivering wireless connectivity.,30,4.0
TV0719,Infinity TV v19608,CinemaCo,smart_tv,2934.08,65 inch smart TV with HDR support.,128,4.0
TV0720,Cinema TV v43026,CinemaCo,smart_tv,1353.19,65 inch smart TV with 4K resolution.,105,4.0
SP0721,Maxi Phone v45828,NextCom,smartphone,499.06,Smartphone with advanced camera system.,28,0.0
SP0722,SmartPhone X v27484,Futura,smartphone,537.19,Smartphone with vivid display.,2,3.8
SP0723,SmartPhone Y v63985,RivalTech,smartphone,801.54,Smartphone with 5G connectivity.,195,0.0
TV0724,Vivid TV v35986,CinemaCo,smart_tv,740.88,65 inch smart TV with HDR support.,172,4.0
LP0725,Business Mate v5166,EconCo,laptop,1819.5,17 inch laptop featuring lightweight design.,14,4.0
SP0726,Fusion Phone v64425,RivalTech,smartphone,1127.49,Smartphone with advanced camera system.,36,4.2
SPK0727,SoundWave v64959,SoundCo,speaker,117.95,Speaker delivering compact design.,197,4.5
SP0728,SmartPhone Y v69640,Futura,smartphone,937.24,Smartphone with advanced camera system.,4,0.0
SP0729,SmartPhone Y v91744,Futura,smartphone,597.81,Smartphone with long-lasting battery.,182,5.0
LP0730,Performance Pro v39973,UltraComp,laptop,1770.45,17 inch laptop featuring lightweight design.,9,3.5
SPK0731,Audio Pro v98326,BeatBox,speaker,68.19,Speaker delivering crystal clear sound.,45,3.7
LP0732,Business Mate v4068,NextGen,laptop,699.63,15.6 inch laptop featuring high performance graphics.,8,4.0
SPK0733,Audio Pro v6121,AudioMax,speaker,340.08,Speaker delivering wireless connectivity.,131,3.8
TV0734,SmartView TV v7435,CinemaCo,smart_tv,655.34,40 inch smart TV with HDR support.,110,4.3
SPK0735,SoundWave v75002,AudioMax,speaker,221.05,Speaker delivering deep bass.,36,3.0
SP0736,SmartPhone Y v9664,NextCom,smartphone,608.58,Smartphone with vivid display.,56,0.0
SPK0737,ClearSound v15036,BassLine,speaker,90.08,Speaker delivering wireless connectivity.,190,4.5
SP0738,Maxi Phone v75398,NextCom,smartphone,851.09,Smartphone with vivid display.,128,4.0
SP0739,Mobile Z v20917,NextCom,smartphone,729.62,Smartphone with vivid display.,20,4.4
SP0740,Maxi Phone v44301,NextCom,smartphone,350.5,Smartphone with advanced camera system.,69,3.7
TV0741,Infinity TV v62881,UltraVision,smart_tv,1877.35,75 inch smart TV with smart connectivity.,182,3.8
TV0742,SmartView TV v53654,Spectra,smart_tv,2088.63,55 inch smart TV with smart connectivity.,87,4.0
SP0743,Maxi Phone v47561,RivalTech,smartphone,986.63,Smartphone with 5G connectivity.,13,3.8
SP0744,SmartPhone X v31331,Futura,smartphone,1155.14,Smartphone with 5G connectivity.,152,0.0
SP0745,Mobile Z v54927,TechCo,smartphone,339.48,Smartphone with 5G connectivity.,30,3.8
